Ticker,GICS Sector,GICS Sub-Industry,Headquarters Location,Date Added,Founded,CEO Name,Gender,Salary,Date Announced as CEO
RTX,Industrials,Aerospace & Defense,"Waltham, Massachusetts",3/4/57,1922,Gregory Hayes,M,"$22,609,036.00 ",12/15/23
RVTY,Health Care,Health Care Equipment,"Waltham, Massachusetts",5/31/85,1937,Prahlad Singh,M,"$9,130,000.00 ",1/1/19
SBAC,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",9/1/17,1989,Jeffrey Stoops,M,"$13,334,754.00 ",12/31/23
SBUX,Consumer Discretionary,Restaurants,"Seattle, Washington",6/7/00,1971,Howard Schultz,M,"$374,558.00 ",3/16/22
SCHW,Financials,Investment Banking & Brokerage,"Westlake, Texas",6/2/97,1971,Walter Bettinger II,M,"$24,386,329.00 ",10/1/08
SHW,Materials,Specialty Chemicals,"Cleveland, Ohio",6/30/64,1866,John Morikis,M,"$12,749,910.00 ",1/1/16
SJM,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",11/6/08,1897,Mark Smucker,M,"$11,348,537.00 ",5/1/16
SLB,Energy,Oil & Gas Equipment & Services,"Houston, Texas",3/4/57,1926,Olivier Le Peuch,M,"$15,713,757.00 ",7/19/19
SMCI,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",3/18/24,1993,Charles Liang,M,"$8,501,846.00 ",4/29/24
SNA,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",9/30/82,1920,Nicholas Pinchuk,M,"$9,484,660.00 ",12/15/07
SNPS,Information Technology,Application Software,"Sunnyvale, California",3/16/17,1986,Aart de Geus,M,"$10,058,495.00 ",1/1/24
SO,Utilities,Electric Utilities,"Atlanta, Georgia",3/4/57,1945,Thomas Fanning,M,"$24,006,670.00 ",12/12/23
SOLV,Health Care,Health Care Technology,"Saint Paul, Minnesota",4/1/24,2023,Bryan Hanson,M,"$10,300,000.00 ",12/15/17
SPG,Real Estate,Retail REITs,"Indianapolis, Indiana",6/26/02,2003,David Simon,M,"$35,667,783.00 ",1/1/95
SPGI,Financials,Financial Exchanges & Data,"New York City, New York",3/4/57,1917,Douglas Peterson,M,"$28,637,507.00 ",11/1/13
SRE,Utilities,Multi-Utilities,"San Diego, California",3/17/17,1998,Jeffrey Martin,M,"$18,608,094.00 ",9/10/18
STE,Health Care,Health Care Equipment,"Dublin, Ireland",12/23/19,1985,Daniel Carestio,M,"$7,740,184.00 ",7/29/21
STLD,Materials,Steel,"Fort Wayne, Indiana",12/22/22,1993,Mark Millett,M,"$11,234,457.00 ",1/1/12
STT,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",3/14/03,1792,Ronald O'Hanley,M,"$18,004,619.00 ",1/1/19
STX,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",7/2/12,1979,William Mosley,M,"$11,436,208.00 ",10/1/17
STZ,Consumer Staples,Distillers & Vintners,"Rochester, New York",7/1/05,1945,William Newlands,M,"$16,068,340.00 ",3/1/19
SW,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",3/4/57,1934,Anthony Smurfit,M,"$7,996,608.15 ",9/12/23
SWK,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",9/30/82,1843,James Loree,M,"$13,625,418.00 ",8/1/16
SWKS,Information Technology,Semiconductors,"Irvine, California",3/12/15,2002,Liam Griffin,M,"$16,667,162.00 ",5/11/16
SYF,Financials,Consumer Finance,"Stamford, Connecticut",11/18/15,2003,Brian Doubles,M,"$13,701,941.00 ",4/1/21
SYK,Health Care,Health Care Equipment,"Kalamazoo, Michigan",12/12/00,1941,Kevin Lobo,M,"$18,563,214.00 ",10/1/12
SYY,Consumer Staples,Food Distributors,"Houston, Texas",12/31/86,1969,Kevin Hourican,M,"$13,656,506.00 ",4/30/24
T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",11/30/83,1983,John Stankey,M,"$22,915,526.00 ",7/1/20
TAP,Consumer Staples,Brewers,"Chicago, Illinois",6/30/76,1976,Gavin Hattersley,M,"$9,071,398.00 ",9/28/19
TDG,Industrials,Aerospace & Defense,"Cleveland, Ohio",6/3/16,1993,Kevin Stein,M,"$18,709,996.00 ",4/30/18
TDY,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",6/22/20,1960,Robert Mehrabian,M,"$8,397,536.00 ",1/1/24
TECH,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",8/30/21,1976,Charles Kummeth,M,"$30,584,644.00 ",5/30/24
TEL,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",10/17/11,2007,Terrence Curtin,M,"$15,927,866.00 ",3/9/17
TER,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts",9/21/20,1960,Mark Jagiela,M,"$10,601,249.00 ",2/1/23
TFC,Financials,Regional Banks,"Charlotte, North Carolina",12/4/97,1872,William Rogers,M,"$13,237,842.00 ",5/30/24
TFX,Health Care,Health Care Equipment,"Wayne, Pennsylvania",1/18/19,1943,Liam Kelly,M,"$8,190,461.00 ",5/1/20
TGT,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",12/31/76,1902,Brian Cornell,M,"$17,664,896.00 ",7/30/14
TJX,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",9/30/85,1987,Ernie Herrman,M,"$20,525,368.00 ",1/31/16
TMO,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",8/3/04,2004,Marc Casper,M,"$28,208,909.00 ",10/15/09
TMUS,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",7/15/19,1994,Michael Sievert,M,"$29,060,048.00 ",5/1/20
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",9/1/04,2017,Joanne Crevoiserat,F,"$13,739,426.00 ",7/1/20
TRGP,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",10/12/22,2005,Matthew Meloy,M,"$15,202,542.00 ",3/1/20
TRMB,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",1/21/21,1978,Robert Painter,M,"$16,134,366.00 ",10/30/19
TROW,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",7/29/19,1937,Robert Sharps,M,"$13,838,613.00 ",1/1/22
TRV,Financials,Property & Casualty Insurance,"New York City, New York",8/21/02,1853,Alan Schnitzer,M,"$21,072,397.00 ",8/4/15
TSCO,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",1/24/14,1938,Harry Lawton,M,"$10,483,321.00 ",1/13/20
TSLA,Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",12/21/20,2003,Elon Musk,M,$0.00 ,10/1/08
TSN,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",8/10/05,1935,Donnie King,M,"$12,014,497.00 ",6/2/21
TT,Industrials,Building Products,"Dublin, Ireland",11/17/10,1871,Dave Regnery,M,"$12,770,195.00 ",7/1/21
TTWO,Communication Services,Interactive Home Entertainment,"New York City, New York",3/19/18,1993,Strauss Zelnick,M,"$115,015.00 ",1/1/11
TXN,Information Technology,Semiconductors,"Dallas, Texas",3/12/01,1930,Richard Templeton,M,"$21,629,586.00 ",5/1/04
TXT,Industrials,Aerospace & Defense,"Providence, Rhode Island",12/31/78,1923,Scott Donnelly,M,"$15,367,279.00 ",9/1/10
TYL,Information Technology,Application Software,"Plano, Texas",6/22/20,1966,Lynn Moore,M,"$6,197,162.00 ",5/10/18
UAL,Industrials,Passenger Airlines,"Chicago, Illinois",9/3/15,1967,Scott Kirby,M,"$9,796,602.00 ",12/1/19
UBER,Industrials,Passenger Ground Transportation,"San Francisco, California",12/18/23,2009,Dara Khosrowshahi,M,"$24,276,977.00 ",8/1/17
UDR,Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado",3/7/16,1972,Thomas Toomey,M,"$8,149,435.00 ",2/1/01
UHS,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",9/20/14,1979,Marc Miller,M,"$10,919,976.00 ",1/1/21
ULTA,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois",4/18/16,1990,David Kimbell,M,"$13,512,384.00 ",4/15/19
UNH,Health Care,Managed Health Care,"Minnetonka, Minnesota",7/1/94,1977,Andrew Witty,M,"$20,865,106.00 ",5/8/19
UNP,Industrials,Rail Transportation,"Omaha, Nebraska",3/4/57,1862,Lance Fritz,M,"$14,326,072.00 ",7/26/23
UPS,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",7/22/02,1907,Carol Tomé,F,"$18,965,201.00 ",3/12/20
URI,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",9/20/14,1997,Matthew Flannery,M,"$12,414,168.00 ",5/1/19
USB,Financials,Diversified Banks,"Minneapolis, Minnesota",11/1/99,1968,Andrew Cecere,M,"$16,157,514.00 ",1/19/16
V,Financials,Transaction & Payment Processing Services,"San Francisco, California",12/21/09,1958,Alfred Kelly,M,"$28,103,602.00 ",12/1/16
VICI,Real Estate,Hotel & Resort REITs,"New York City, New York",6/8/22,2017,Edward Pitoniak,M,"$11,513,494.00 ",12/21/23
VLO,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",12/20/02,1980,Joseph Gorder,M,"$20,145,093.00 ",5/1/14
VLTO,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts",10/2/23,2023,Jennifer Honeycutt,F,"$9,392,843.00 ",6/30/08
VMC,Materials,Construction Materials,"Birmingham, Alabama",6/30/99,1909,J. Thomas Hill,M,"$10,081,539.00 ",7/1/14
VRSK,Industrials,Research & Consulting Services,"Jersey City, New Jersey",10/8/15,1971,Lee Shavel,M,"$9,497,341.00 ",4/1/20
VRSN,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",2/1/06,1995,James Bidzos,M,"$11,279,095.00 ",5/25/22
VRTX,Health Care,Biotechnology,"Boston, Massachusetts",9/23/13,1989,Reshma Kewalramani,F,"$15,864,497.00 ",4/1/20
VST,Utilities,Electric Utilities,"Irving, Texas",5/8/24,2016,James Burke,M,"$8,559,824.00 ",3/21/22
VTR,Real Estate,Health Care REITs,"Chicago, Illinois",3/4/09,1998,Debra Cafaro,F,"$14,059,092.00 ",6/1/99
VTRS,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",4/23/04,1961,Michael Goettler,M,"$14,771,270.00 ",2/27/23
VZ,Communication Services,Integrated Telecommunication Services,"New York City, New York",11/30/83,1983,Hans Vestberg,M,"$19,832,750.00 ",6/8/18
WAB,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",2/27/19,2019,Rafael Santana,M,"$11,685,472.00 ",4/25/19
WAT,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts",1/2/02,1958,Udit Batra,M,"$9,409,550.00 ",7/15/20
WBA,Consumer Staples,Drug Retail,"Deerfield, Illinois",12/31/79,2014,Rosalind Brewer,F,"$17,287,489.00 ",3/15/21
WBD,Communication Services,Broadcasting,"New York City, New York",4/11/22,2022,David Zaslav,M,"$39,288,458.00 ",11/16/06
WDC,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",7/1/09,1970,David Goeckeler,M,"$11,031,692.00 ",3/9/20
WEC,Utilities,Electric Utilities,"Milwaukee, Wisconsin",10/31/08,1896,Scott Lauber,M,"$8,149,461.00 ",2/1/22
WELL,Real Estate,Health Care REITs,"Toledo, Ohio",1/30/09,1970,Shankh Mitra,M,"$17,199,891.00 ",10/5/20
WFC,Financials,Diversified Banks,"San Francisco, California",6/30/76,1852,Charles Scharf,M,"$29,000,000.00 ",9/27/19
WM,Industrials,Environmental & Facilities Services,"Houston, Texas",8/31/98,1968,James Fish,M,"$14,820,684.00 ",11/10/16
WMB,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",3/31/75,1908,Alan S. Armstrong,M,"$14,094,983.00 ",1/1/11
WMT,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",8/31/82,1962,Douglas McMillon,M,"$25,306,714.00 ",11/25/13
WRB,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",12/5/19,1967,Robert Berkley,M,"$16,706,862.00 ",11/1/73
WST,Health Care,Health Care Supplies,"Exton, Pennsylvania",5/22/20,1923,Eric M. Green,M,"$7,916,599.00 ",4/1/15
WTW,Financials,Insurance Brokers,"London, United Kingdom",1/5/16,2016,Carl Hess,M,"$10,728,900.00 ",8/1/21
WY,Real Estate,Timber REITs,"Seattle, Washington",10/1/79,1900,Devin Stockfish,M,"$12,969,306.00 ",1/1/19
WYNN,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",11/14/08,2002,Craig Billings,M,"$16,153,000.00 ",2/1/22
XEL,Utilities,Multi-Utilities,"Minneapolis, Minnesota",3/4/57,1909,Robert C. Frenzel,M,"$21,181,951.00 ",8/19/21
XOM,Energy,Integrated Oil & Gas,"Irving, Texas",3/4/57,1999,Darren Woods,M,"$35,909,231.00 ",1/1/17
XYL,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",11/1/11,2011,Matthew Pine,M,"$4,210,000.00 ",1/1/24
YUM,Consumer Discretionary,Restaurants,"Louisville, Kentucky",10/6/97,1997,David Gibbs,M,"$16,671,654.00 ",8/12/19
ZBH,Health Care,Health Care Equipment,"Warsaw, Indiana",8/7/01,1927,Ivan Tornos,M,"$10,191,476.00 ",8/22/23
ZBRA,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",12/23/19,1969,William Burns,M,"$11,259,896.00 ",3/1/23
ZTS,Health Care,Pharmaceuticals,"Parsippany, New Jersey",6/21/13,1952,Kristin C. Peck,F,"$15,237,853.00 ",1/1/20
